datetime,wind_direction,wind_speed,weather_description,pressure,temperature,humidity
11/1/2012 1:00,0,0,sky is clear,1016,296.49,14
11/1/2012 2:00,0,0,sky is clear,1016,293.27,21
11/1/2012 3:00,310,2,sky is clear,1016,291.67,29
11/1/2012 4:00,340,2,sky is clear,1017,290.62,33
11/1/2012 5:00,350,1,sky is clear,1017,289.44,36
11/1/2012 6:00,310,2,sky is clear,1017,288.2,36
11/1/2012 7:00,310,3,sky is clear,1017,287.07,
11/1/2012 8:00,280,2,sky is clear,1017,287.03,
11/1/2012 9:00,330,2,sky is clear,1017,285.8,
11/1/2012 10:00,300,2,sky is clear,1017,285.22,43
11/1/2012 11:00,340,1,sky is clear,1017,284.74,46
11/1/2012 12:00,320,2,sky is clear,1017,284.44,46
11/1/2012 13:00,310,2,sky is clear,1017,283.47,50
11/1/2012 14:00,320,2,sky is clear,1018,283.31,50
11/1/2012 15:00,0,0,sky is clear,1018,284.78,43
11/1/2012 16:00,0,0,sky is clear,1019,288.66,29
11/1/2012 17:00,0,0,sky is clear,1019,291.05,27
11/1/2012 18:00,0,0,sky is clear,1019,294.18,
11/1/2012 19:00,140,2,sky is clear,1018,295.34,18
11/1/2012 20:00,110,2,sky is clear,1017,297.59,16
11/1/2012 21:00,30,2,sky is clear,1016,297.81,14
11/1/2012 22:00,170,2,sky is clear,1015,299.47,13
11/1/2012 23:00,0,0,sky is clear,1014,299.41,13
11/2/2012 0:00,0,0,sky is clear,1014,298.25,14
11/2/2012 1:00,0,0,sky is clear,1014,295.39,16
11/2/2012 2:00,0,0,sky is clear,1014,293.42,
11/2/2012 3:00,0,0,sky is clear,1014,291.96,32
11/2/2012 4:00,310,2,sky is clear,1014,290.9,34
11/2/2012 5:00,300,2,sky is clear,1015,289.47,33
11/2/2012 6:00,300,2,sky is clear,1015,288.64,36
11/2/2012 7:00,320,2,sky is clear,1015,287.33,38
11/2/2012 8:00,310,2,sky is clear,1014,287.03,38
11/2/2012 9:00,320,2,sky is clear,1014,286.78,41
11/2/2012 10:00,0,0,sky is clear,1014,286.81,
11/2/2012 11:00,0,0,sky is clear,1014,285.73,43
11/2/2012 12:00,350,1,sky is clear,1014,285.82,46
11/2/2012 13:00,300,2,sky is clear,1014,285.26,43
11/2/2012 14:00,0,0,sky is clear,1014,286,43
11/2/2012 15:00,320,1,sky is clear,1015,286.58,41
11/2/2012 16:00,0,0,sky is clear,1015,288.67,
11/2/2012 17:00,0,0,sky is clear,1015,290.75,27
11/2/2012 18:00,120,1,sky is clear,1015,293.2,24
11/2/2012 19:00,0,0,sky is clear,1015,293.64,15
11/2/2012 20:00,130,2,sky is clear,1014,296.94,16
11/2/2012 21:00,120,5,sky is clear,1014,297.38,11
11/2/2012 22:00,130,4,sky is clear,1012,299.21,13
11/2/2012 23:00,120,4,sky is clear,1012,298.77,12
11/3/2012 0:00,110,4,sky is clear,1012,297.96,13
11/3/2012 1:00,120,3,haze,1012,296,15
11/3/2012 2:00,60,2,sky is clear,1012,295.27,17
11/3/2012 3:00,0,0,sky is clear,1012,294,20
11/3/2012 4:00,0,0,sky is clear,1013,292.14,22
11/3/2012 5:00,0,0,sky is clear,1013,291.7,23
11/3/2012 6:00,290,2,sky is clear,1013,290.73,29
11/3/2012 7:00,340,1,sky is clear,1013,289.85,29
11/3/2012 8:00,340,4,sky is clear,1013,289.14,25
11/3/2012 9:00,320,1,sky is clear,1014,287.83,26
11/3/2012 10:00,300,3,sky is clear,1014,286.7,26
11/3/2012 11:00,0,0,sky is clear,1014,286.29,35
11/3/2012 12:00,0,0,sky is clear,1014,285.05,37
11/3/2012 13:00,310,2,sky is clear,1014,284.8,35
11/3/2012 14:00,310,1,sky is clear,1015,283.12,40
11/3/2012 15:00,300,2,sky is clear,1015,285.24,37
11/3/2012 16:00,230,1,sky is clear,1016,288.53,25
11/3/2012 17:00,30,2,sky is clear,1017,291.5,20
11/3/2012 18:00,30,1,sky is clear,1017,293.92,18
11/3/2012 19:00,0,0,sky is clear,1017,294.3,19
11/3/2012 20:00,30,2,sky is clear,1016,295.68,17
11/3/2012 21:00,0,0,sky is clear,1015,297,16
11/3/2012 22:00,50,2,sky is clear,1014,297.24,15
11/3/2012 23:00,110,1,sky is clear,1014,297.18,12
11/4/2012 0:00,0,0,sky is clear,1014,296.42,13
11/4/2012 1:00,0,0,sky is clear,1014,295.49,15
11/4/2012 2:00,0,0,sky is clear,1014,292.04,20
11/4/2012 3:00,330,2,sky is clear,1015,290.28,25
11/4/2012 4:00,300,2,sky is clear,1015,289.17,27
11/4/2012 5:00,300,3,sky is clear,1016,288.65,29
11/4/2012 6:00,280,3,sky is clear,1016,289.35,26
11/4/2012 7:00,0,0,sky is clear,1016,286.89,25
11/4/2012 8:00,300,1,sky is clear,1016,286.31,30
11/4/2012 9:00,300,1,sky is clear,1016,285.72,30
11/4/2012 10:00,150,0,sky is clear,1016,284.965,32
11/4/2012 11:00,0,0,sky is clear,1017,284.21,35
11/4/2012 12:00,290,2,sky is clear,1017,284.15,32
11/4/2012 13:00,0,0,sky is clear,1018,283.32,34
11/4/2012 14:00,320,2,sky is clear,1018,282.59,40
11/4/2012 15:00,330,2,sky is clear,1019,284.56,37
11/4/2012 16:00,10,2,light intensity drizzle,1020,288.05,26
11/4/2012 17:00,0,0,sky is clear,1020,290.65,23
11/4/2012 18:00,220,1,sky is clear,1021,291.3,22
11/4/2012 19:00,120,2,sky is clear,1021,293.88,17
11/4/2012 20:00,0,0,sky is clear,1019,296.11,13
11/4/2012 21:00,50,2,sky is clear,1019,296.22,17
11/4/2012 22:00,80,2,sky is clear,1019,297.02,16
11/4/2012 23:00,0,0,sky is clear,1018,296.99,12
11/5/2012 0:00,0,0,sky is clear,1018,297.74,11
11/5/2012 1:00,0,0,sky is clear,1018,295.25,12
11/5/2012 2:00,300,3,sky is clear,1019,292.42,22
11/5/2012 3:00,320,3,sky is clear,1019,291,27
11/5/2012 4:00,310,4,sky is clear,1019,290.33,27
11/5/2012 5:00,350,4,sky is clear,1020,290.81,16
11/5/2012 6:00,340,6,sky is clear,1020,289.23,15
11/5/2012 7:00,80,1,sky is clear,1020,286.48,32
11/5/2012 8:00,0,0,sky is clear,1021,287.13,21
11/5/2012 9:00,340,1,sky is clear,1021,286.22,26
11/5/2012 10:00,340,4,sky is clear,1021,286.76,21
11/5/2012 11:00,0,0,sky is clear,1021,287.05,34
11/5/2012 12:00,0,0,sky is clear,1022,285.92,32
11/5/2012 13:00,0,0,sky is clear,1022,284.81,30
11/5/2012 14:00,290,2,sky is clear,1022,284.81,30
11/5/2012 15:00,290,1,sky is clear,1023,284.55,35
11/5/2012 16:00,0,0,sky is clear,1024,288.43,27
11/5/2012 17:00,0,0,sky is clear,1024,290.445,23
11/5/2012 18:00,0,0,sky is clear,1024,292.46,19
11/5/2012 19:00,110,2,sky is clear,1023,296,16
11/5/2012 20:00,65,2,sky is clear,989,296.415,17
11/5/2012 21:00,20,2,sky is clear,956,296.83,18
11/5/2012 22:00,20,2,sky is clear,956,296.83,18
11/5/2012 23:00,20,2,sky is clear,956,296.83,18
11/6/2012 0:00,20,2,sky is clear,956,296.83,18
11/6/2012 1:00,20,2,sky is clear,956,296.83,18
11/6/2012 2:00,20,2,sky is clear,956,296.83,18
11/6/2012 3:00,20,2,sky is clear,956,296.83,18
11/6/2012 4:00,20,2,sky is clear,956,296.83,18
11/6/2012 5:00,20,2,sky is clear,956,296.83,18
11/6/2012 6:00,20,2,sky is clear,956,296.83,18
11/6/2012 7:00,345,3,sky is clear,956,291.11,27
11/6/2012 8:00,345,3,sky is clear,956,291.11,27
11/6/2012 9:00,345,3,sky is clear,956,291.11,27
11/6/2012 10:00,345,3,sky is clear,956,291.11,27
11/6/2012 11:00,345,3,sky is clear,956,291.11,27
11/6/2012 12:00,345,3,sky is clear,956,291.11,27
11/6/2012 13:00,344,3,sky is clear,958,289.57,32
11/6/2012 14:00,344,3,sky is clear,958,289.57,32
11/6/2012 15:00,344,3,sky is clear,958,289.57,32
11/6/2012 16:00,344,3,sky is clear,958,289.57,32
11/6/2012 17:00,187,3,sky is clear,991,292.505,24
11/6/2012 18:00,30,3,sky is clear,1025,295.44,17
11/6/2012 19:00,360,4,sky is clear,1024,297.12,16
11/6/2012 20:00,50,3,sky is clear,1023,298.57,16
11/6/2012 21:00,40,5,sky is clear,1022,299.78,14
11/6/2012 22:00,30,4,sky is clear,1021,300.43,14
11/6/2012 23:00,0,0,sky is clear,1020,299.88,15
11/7/2012 0:00,0,0,sky is clear,1020,298.9,15
11/7/2012 1:00,0,0,sky is clear,1020,297.92,15
11/7/2012 2:00,250,2,sky is clear,1021,295.07,25
11/7/2012 3:00,310,2,sky is clear,1021,293.44,28
11/7/2012 4:00,300,3,sky is clear,1021,292.83,32
11/7/2012 5:00,320,3,sky is clear,1021,291.79,32
11/7/2012 6:00,50,2,sky is clear,1021,291.17,28
11/7/2012 7:00,20,1,light rain,1021,290.59,29
11/7/2012 8:00,360,2,sky is clear,1021,289.77,28
11/7/2012 9:00,0,0,sky is clear,1021,288.08,36
11/7/2012 10:00,320,4,sky is clear,1021,288.09,38
11/7/2012 11:00,340,3,sky is clear,1021,287.71,31
11/7/2012 12:00,290,2,sky is clear,1021,287.23,36
11/7/2012 13:00,310,2,sky is clear,1021,285.71,41
11/7/2012 14:00,280,2,sky is clear,1022,285.71,44
11/7/2012 15:00,320,2,sky is clear,1023,289.72,34
11/7/2012 16:00,325,2,sky is clear,1022,291.575,30
11/7/2012 17:00,330,2,sky is clear,1022,293.43,26
11/7/2012 18:00,0,0,sky is clear,1022,296.04,23
11/7/2012 19:00,30,1,sky is clear,1022,296.37,
11/7/2012 20:00,0,0,sky is clear,1020,298.79,16
11/7/2012 21:00,30,2,sky is clear,1020,299.17,
11/7/2012 22:00,30,2,sky is clear,1019,299.52,15
11/7/2012 23:00,180,2,sky is clear,1019,299.42,14
11/8/2012 0:00,0,0,sky is clear,1018,299.92,14
11/8/2012 1:00,0,0,sky is clear,1018,296.82,15
11/8/2012 2:00,310,3,sky is clear,1018,294.41,24
11/8/2012 3:00,300,3,sky is clear,1018,292.82,34
11/8/2012 4:00,300,2,sky is clear,1018,291.43,32
11/8/2012 5:00,340,1,sky is clear,1018,291.43,39
11/8/2012 6:00,10,2,sky is clear,1018,289.88,36
11/8/2012 7:00,280,1,sky is clear,1019,287.96,41
11/8/2012 8:00,300,1,sky is clear,1018,287.87,38
11/8/2012 9:00,340,1,sky is clear,1018,287.02,44
11/8/2012 10:00,300,2,sky is clear,1018,286.02,47
11/8/2012 11:00,0,0,sky is clear,1018,286.18,44
11/8/2012 12:00,0,0,sky is clear,1018,284.91,47
11/8/2012 13:00,320,2,sky is clear,1018,284.93,50
11/8/2012 14:00,350,2,sky is clear,1018,284.14,50
11/8/2012 15:00,300,2,sky is clear,1018,285.24,47
11/8/2012 16:00,0,0,sky is clear,1018,288.54,38
11/8/2012 17:00,0,0,sky is clear,1018,290.31,19
11/8/2012 18:00,0,0,sky is clear,1018,292.08,
11/8/2012 19:00,0,0,sky is clear,1018,294.52,
11/8/2012 20:00,0,0,sky is clear,1017,296.37,
11/8/2012 21:00,0,0,sky is clear,1015,297.85,
11/8/2012 22:00,0,0,sky is clear,1014,298.99,17
11/8/2012 23:00,100,1,sky is clear,1013,298.78,
11/9/2012 0:00,0,0,sky is clear,1013,297.51,16
11/9/2012 1:00,40,1,sky is clear,1012,296.63,
11/9/2012 2:00,0,0,sky is clear,1012,294.35,23
11/9/2012 3:00,290,2,sky is clear,1012,293.48,32
11/9/2012 4:00,0,0,sky is clear,1012,291.48,39
11/9/2012 5:00,155,1,sky is clear,1012,291.075,40
11/9/2012 6:00,310,2,sky is clear,1012,290.67,41
11/9/2012 7:00,300,2,sky is clear,1012,291.32,41
11/9/2012 8:00,0,0,sky is clear,1011,288.43,47
11/9/2012 9:00,0,0,sky is clear,1010,288.21,41
11/9/2012 10:00,0,0,sky is clear,1009,289.7,47
11/9/2012 11:00,0,0,sky is clear,1009,289.11,38
11/9/2012 12:00,180,2,sky is clear,1010,289.69,25
11/9/2012 13:00,20,2,sky is clear,1010,288.89,
11/9/2012 14:00,90,2,sky is clear,1010,289.95,33
11/9/2012 15:00,60,4,sky is clear,1010,289.66,
11/9/2012 16:00,90,1,sky is clear,1011,292.11,27
11/9/2012 17:00,0,0,sky is clear,1012,294.01,
11/9/2012 18:00,220,4,sky is clear,1011,294.71,17
11/9/2012 19:00,160,4,sky is clear,1008,296.26,18
11/9/2012 20:00,220,7,sky is clear,1007,297.37,16
11/9/2012 21:00,240,8,sky is clear,1007,297.46,22
11/9/2012 22:00,210,8,sky is clear,1006,297.08,27
11/9/2012 23:00,230,7,sky is clear,1005,296.29,27
11/10/2012 0:00,210,7,few clouds,1005,295.65,31
11/10/2012 1:00,200,8,broken clouds,1004,294.74,33
11/10/2012 2:00,230,7,overcast clouds,1005,294.28,40
11/10/2012 3:00,270,5,scattered clouds,1005,294.21,42
11/10/2012 4:00,220,6,few clouds,1005,292.2,52
11/10/2012 5:00,220,7,sky is clear,1005,291.855,52
11/10/2012 6:00,220,8,sky is clear,1005,291.51,52
11/10/2012 7:00,210,9,sky is clear,1005,291.18,52
11/10/2012 8:00,200,5,sky is clear,1004,290.32,55
11/10/2012 9:00,220,5,sky is clear,1005,289.59,55
11/10/2012 10:00,0,2,few clouds,1005,288.79,59
11/10/2012 11:00,220,8,sky is clear,1005,288.52,55
11/10/2012 12:00,180,6,sky is clear,1004,287.83,62
11/10/2012 13:00,200,6,sky is clear,1004,287.8,54
11/10/2012 14:00,200,6,few clouds,1004,287.24,58
11/10/2012 15:00,220,5,sky is clear,1005,287.05,50
11/10/2012 16:00,240,4,sky is clear,1005,286.94,50
11/10/2012 17:00,210,8,overcast clouds,1006,286.94,50
11/10/2012 18:00,230,9,scattered clouds,1006,287,35
11/10/2012 19:00,250,7,haze,1006,287.5,30
11/10/2012 20:00,240,6,sky is clear,1005,288.14,21
11/10/2012 21:00,210,10,overcast clouds,1006,288.3,26
11/10/2012 22:00,220,7,scattered clouds,1006,288.76,21
11/10/2012 23:00,250,8,sky is clear,1004,288.24,17
11/11/2012 0:00,240,10,sky is clear,1006,287.97,14
11/11/2012 1:00,260,7,sky is clear,1004,285.76,16
11/11/2012 2:00,260,6,sky is clear,1005,285.24,15
11/11/2012 3:00,270,10,sky is clear,1005,284.36,18
11/11/2012 4:00,270,6,sky is clear,1006,283.71,23
11/11/2012 5:00,330,6,few clouds,1007,282.57,39
11/11/2012 6:00,350,9,sky is clear,1008,281.36,56
11/11/2012 7:00,330,11,sky is clear,1008,280.1,52
11/11/2012 8:00,340,4,overcast clouds,1008,279.52,48
11/11/2012 9:00,340,4,sky is clear,1009,279.66,52
11/11/2012 10:00,330,5,sky is clear,1009,279.14,52
11/11/2012 11:00,320,6,sky is clear,1009,279.13,56
11/11/2012 12:00,0,0,sky is clear,1011,279.13,56
11/11/2012 13:00,0,0,sky is clear,1012,278.33,55
11/11/2012 14:00,0,0,sky is clear,1012,278.27,52
11/11/2012 15:00,0,0,sky is clear,1013,277.99,59
11/11/2012 16:00,300,2,sky is clear,1013,280.33,39
11/11/2012 17:00,320,3,sky is clear,1014,282.27,29
11/11/2012 18:00,320,5,sky is clear,1014,282.75,26
11/11/2012 19:00,0,3,sky is clear,1014,284.45,23
11/11/2012 20:00,290,4,sky is clear,1013,284.88,23
11/11/2012 21:00,0,0,sky is clear,1013,284.66,22
11/11/2012 22:00,240,6,sky is clear,1013,283.08,36
11/11/2012 23:00,230,4,sky is clear,1013,283.75,36
11/12/2012 0:00,270,3,sky is clear,1013,283.34,27
11/12/2012 1:00,300,4,few clouds,1014,282.51,26
11/12/2012 2:00,350,6,broken clouds,1015,282.2,29
11/12/2012 3:00,279,1,sky is clear,1016,280.93,32
11/12/2012 4:00,253,1,sky is clear,982,282.29,28
11/12/2012 5:00,228,1,sky is clear,948,283.65,24
11/12/2012 6:00,228,1,sky is clear,948,283.65,24
11/12/2012 7:00,271,2,sky is clear,954,279.35,34
11/12/2012 8:00,271,2,sky is clear,954,279.35,34
11/12/2012 9:00,271,2,sky is clear,954,279.35,34
11/12/2012 10:00,271,2,sky is clear,954,279.35,34
11/12/2012 11:00,271,2,sky is clear,954,279.35,34
11/12/2012 12:00,271,2,sky is clear,954,279.35,34
11/12/2012 13:00,342,2,sky is clear,958,277.63,19
11/12/2012 14:00,342,2,sky is clear,958,277.63,19
11/12/2012 15:00,342,2,sky is clear,958,277.63,19
11/12/2012 16:00,360,7,sky is clear,1026,279.44,33
11/12/2012 17:00,20,5,sky is clear,1027,281.18,26
11/12/2012 18:00,20,5,sky is clear,1028,281.4,24
11/12/2012 19:00,350,4,sky is clear,1028,282.51,19
11/12/2012 20:00,10,3,sky is clear,1028,282.96,18
11/12/2012 21:00,40,3,sky is clear,1027,283.56,17
11/12/2012 22:00,0,1,sky is clear,1027,284.11,20
11/12/2012 23:00,110,3,sky is clear,1027,284.49,18
11/13/2012 0:00,90,1,sky is clear,1027,283.8,18
11/13/2012 1:00,0,0,sky is clear,1027,282.11,18
11/13/2012 2:00,160,1,sky is clear,1028,280.67,21
11/13/2012 3:00,30,3,sky is clear,1028,280.45,24
11/13/2012 4:00,40,3,sky is clear,1028,279.42,33
11/13/2012 5:00,310,2,sky is clear,1029,277.83,38
11/13/2012 6:00,290,2,sky is clear,1030,278.05,38
11/13/2012 7:00,310,2,sky is clear,1030,277.53,41
11/13/2012 8:00,300,1,sky is clear,1030,276.19,41
11/13/2012 9:00,0,0,sky is clear,1030,275.93,41
11/13/2012 10:00,0,0,sky is clear,1029,275.49,40
11/13/2012 11:00,0,0,sky is clear,1029,276.13,47
11/13/2012 12:00,340,4,sky is clear,1029,275.59,27
11/13/2012 13:00,320,2,sky is clear,1029,274.7,34
11/13/2012 14:00,340,4,sky is clear,1029,274.81,27
11/13/2012 15:00,0,0,sky is clear,1030,275.7,29
11/13/2012 16:00,320,2,sky is clear,1030,276.89,24
11/13/2012 17:00,330,3,sky is clear,1030,279.9,22
11/13/2012 18:00,330,3,sky is clear,1029,281.64,19
11/13/2012 19:00,0,0,sky is clear,1028,284.66,20
11/13/2012 20:00,320,5,sky is clear,1028,284.77,17
11/13/2012 21:00,350,5,sky is clear,1026,285.96,12
11/13/2012 22:00,60,2,sky is clear,1025,287.55,10
11/13/2012 23:00,0,0,sky is clear,1024,287.58,10
11/14/2012 0:00,0,0,sky is clear,1024,286.81,11
11/14/2012 1:00,0,0,sky is clear,1024,285.93,12
11/14/2012 2:00,0,0,sky is clear,1024,286.04,11
11/14/2012 3:00,275,0,sky is clear,1025,283.99,15
11/14/2012 4:00,0,0,sky is clear,1025,282.32,18
11/14/2012 5:00,30,0,sky is clear,1025,280.69,25
11/14/2012 6:00,310,2,sky is clear,1025,280.15,35
11/14/2012 7:00,300,2,sky is clear,1025,278.83,28
11/14/2012 8:00,10,3,sky is clear,1025,280.09,20
11/14/2012 9:00,330,4,sky is clear,1025,278.44,26
11/14/2012 10:00,350,4,sky is clear,1025,278.44,20
11/14/2012 11:00,340,3,sky is clear,1025,277.96,20
11/14/2012 12:00,330,1,sky is clear,1025,278.36,23
11/14/2012 13:00,320,2,sky is clear,1025,276.79,35
11/14/2012 14:00,10,2,sky is clear,1025,276.9,30
11/14/2012 15:00,270,1,sky is clear,1025,276.52,32
11/14/2012 16:00,0,0,sky is clear,1025,281.37,26
11/14/2012 17:00,0,0,sky is clear,1025,282.92,20
11/14/2012 18:00,0,0,sky is clear,1026,284.47,14
11/14/2012 19:00,0,0,sky is clear,1026,286.79,15
11/14/2012 20:00,0,0,sky is clear,1024,288.07,11
11/14/2012 21:00,0,0,sky is clear,1023,290.08,11
11/14/2012 22:00,0,1,sky is clear,1022,290.76,10
11/14/2012 23:00,0,0,sky is clear,1021,290.78,10
11/15/2012 0:00,0,0,sky is clear,1021,289.88,10
11/15/2012 1:00,230,1,sky is clear,1021,288.71,11
11/15/2012 2:00,0,0,sky is clear,1022,287.39,16
11/15/2012 3:00,0,0,sky is clear,1022,285.69,16
11/15/2012 4:00,340,1,sky is clear,1022,284.15,29
11/15/2012 5:00,330,2,sky is clear,1022,282.03,29
11/15/2012 6:00,300,2,sky is clear,1022,281.42,33
11/15/2012 7:00,300,3,sky is clear,1022,279.89,33
11/15/2012 8:00,310,2,sky is clear,1022,279.36,36
11/15/2012 9:00,0,0,sky is clear,1022,279.03,35
11/15/2012 10:00,320,2,sky is clear,1022,278.31,41
11/15/2012 11:00,310,3,sky is clear,1022,278.7,38
11/15/2012 12:00,0,0,sky is clear,1022,277.32,33
11/15/2012 13:00,0,0,sky is clear,1022,277.81,38
11/15/2012 14:00,300,3,sky is clear,1022,277.2,44
11/15/2012 15:00,270,1,sky is clear,1023,277.89,41
11/15/2012 16:00,0,0,sky is clear,1023,280.54,36
11/15/2012 17:00,0,0,sky is clear,1023,283.06,26
11/15/2012 18:00,0,0,sky is clear,1023,285.58,17
11/15/2012 19:00,150,2,sky is clear,1022,289.14,18
11/15/2012 20:00,130,1,sky is clear,1021,290.41,17
11/15/2012 21:00,0,0,sky is clear,1020,290.76,15
11/15/2012 22:00,0,0,sky is clear,1020,291.11,15
11/15/2012 23:00,0,0,sky is clear,1019,290.7,15
11/16/2012 0:00,0,0,sky is clear,1019,289.5,15
11/16/2012 1:00,0,0,sky is clear,1019,287.75,17
11/16/2012 2:00,310,2,sky is clear,1020,285.19,26
11/16/2012 3:00,277,1,broken clouds,1019,287.59,19
11/16/2012 4:00,153,1,broken clouds,986,289.15,19
11/16/2012 5:00,29,2,broken clouds,954,290.71,19
11/16/2012 6:00,29,2,broken clouds,954,290.71,19
11/16/2012 7:00,352,1,overcast clouds,954,283.99,25
11/16/2012 8:00,352,1,overcast clouds,954,283.99,25
11/16/2012 9:00,352,1,overcast clouds,954,283.99,25
11/16/2012 10:00,352,1,overcast clouds,954,283.99,25
11/16/2012 11:00,352,1,overcast clouds,954,283.99,25
11/16/2012 12:00,352,1,overcast clouds,954,283.99,25
11/16/2012 13:00,339,1,overcast clouds,954,283.16,24
11/16/2012 14:00,339,1,overcast clouds,954,283.16,24
11/16/2012 15:00,339,1,overcast clouds,954,283.16,24
11/16/2012 16:00,339,1,overcast clouds,954,283.16,24
11/16/2012 17:00,339,1,overcast clouds,954,283.16,24
11/16/2012 18:00,339,1,overcast clouds,954,283.16,24
11/16/2012 19:00,339,1,overcast clouds,954,283.16,24
11/16/2012 20:00,33,1,overcast clouds,954,290.9,12
11/16/2012 21:00,33,1,overcast clouds,954,290.9,12
11/16/2012 22:00,33,1,overcast clouds,954,290.9,12
11/16/2012 23:00,33,1,overcast clouds,954,290.9,12
11/17/2012 0:00,33,1,overcast clouds,954,290.9,12
11/17/2012 1:00,33,1,overcast clouds,954,290.9,12
11/17/2012 2:00,33,1,overcast clouds,954,290.9,12
11/17/2012 3:00,33,1,overcast clouds,954,290.9,12
11/17/2012 4:00,33,1,overcast clouds,954,290.9,12
11/17/2012 5:00,33,1,overcast clouds,954,290.9,12
11/17/2012 6:00,33,1,overcast clouds,954,290.9,12
11/17/2012 7:00,236,1,sky is clear,952,282.95,22
11/17/2012 8:00,236,1,sky is clear,952,282.95,22
11/17/2012 9:00,236,1,sky is clear,952,282.95,22
11/17/2012 10:00,236,1,sky is clear,952,282.95,22
11/17/2012 11:00,236,1,sky is clear,952,282.95,22
11/17/2012 12:00,280,1,overcast clouds,1017,282.21,39
11/17/2012 13:00,0,0,overcast clouds,1018,282.59,37
11/17/2012 14:00,0,0,overcast clouds,1018,282.8,39
11/17/2012 15:00,0,0,overcast clouds,1018,283.34,39
11/17/2012 16:00,0,0,overcast clouds,1019,283.57,40
11/17/2012 17:00,0,0,overcast clouds,1019,285.28,32
11/17/2012 18:00,0,0,broken clouds,1019,286.86,28
11/17/2012 19:00,0,0,overcast clouds,1019,288.22,24
11/17/2012 20:00,0,0,overcast clouds,1018,289.68,21
11/17/2012 21:00,100,2,broken clouds,1017,290.78,21
11/17/2012 22:00,100,2,few clouds,1017,291.88,22
11/17/2012 23:00,170,1,sky is clear,1016,291.96,20
11/18/2012 0:00,155,1,scattered clouds,1016,290.84,19
11/18/2012 1:00,140,1,broken clouds,1016,289.72,18
11/18/2012 2:00,80,2,broken clouds,1017,288.77,18
11/18/2012 3:00,0,0,overcast clouds,1017,287.84,20
11/18/2012 4:00,0,0,scattered clouds,1017,287.01,23
11/18/2012 5:00,0,0,overcast clouds,1017,286.33,32
11/18/2012 6:00,0,0,sky is clear,1017,286.31,28
11/18/2012 7:00,0,0,sky is clear,1018,285.22,32
11/18/2012 8:00,300,2,sky is clear,1017,284.12,37
11/18/2012 9:00,0,0,sky is clear,1017,283.66,40
11/18/2012 10:00,0,0,sky is clear,1017,283.37,43
11/18/2012 11:00,0,0,few clouds,1017,282.68,46
11/18/2012 12:00,0,0,sky is clear,1016,283,40
11/18/2012 13:00,280,1,scattered clouds,1017,282.41,46
11/18/2012 14:00,320,1,overcast clouds,1017,282.19,46
11/18/2012 15:00,320,1,broken clouds,1017,283.3,43
11/18/2012 16:00,300,1,broken clouds,1018,285.75,46
11/18/2012 17:00,0,0,sky is clear,1018,287.74,
11/18/2012 18:00,140,2,scattered clouds,1018,290.58,36
11/18/2012 19:00,120,2,sky is clear,1017,292.6,34
11/18/2012 20:00,150,4,sky is clear,1016,293.5,37
11/18/2012 21:00,230,6,few clouds,1015,294.21,32
11/18/2012 22:00,210,5,scattered clouds,1014,293.91,32
11/18/2012 23:00,210,4,scattered clouds,1014,293.7,32
11/19/2012 0:00,210,6,broken clouds,1014,293.23,32
11/19/2012 1:00,250,4,scattered clouds,1015,292.46,39
11/19/2012 2:00,240,2,sky is clear,1015,291.29,42
11/19/2012 3:00,230,4,sky is clear,1015,290.76,39
11/19/2012 4:00,210,4,sky is clear,1015,289.8,45
11/19/2012 5:00,200,6,sky is clear,1015,289.24,45
11/19/2012 6:00,200,5,sky is clear,1016,288.52,48
11/19/2012 7:00,210,5,sky is clear,1016,288.12,51
11/19/2012 8:00,170,3,sky is clear,1016,288.07,51
11/19/2012 9:00,190,4,sky is clear,1015,287.72,58
11/19/2012 10:00,220,8,sky is clear,1015,287.51,51
11/19/2012 11:00,170,4,sky is clear,1015,287.46,58
11/19/2012 12:00,190,6,sky is clear,1015,287.48,54
11/19/2012 13:00,190,5,sky is clear,1015,286.53,58
11/19/2012 14:00,290,2,sky is clear,1016,285.64,66
11/19/2012 15:00,230,3,sky is clear,1016,285.96,66
11/19/2012 16:00,170,7,sky is clear,1017,288.59,58
11/19/2012 17:00,170,8,sky is clear,1017,290.57,51
11/19/2012 18:00,210,7,sky is clear,1018,291.44,45
11/19/2012 19:00,180,7,sky is clear,1017,292.57,39
11/19/2012 20:00,210,8,sky is clear,1017,293.37,30
11/19/2012 21:00,230,6,sky is clear,1016,294.06,26
11/19/2012 22:00,210,6,sky is clear,1016,294.01,26
11/19/2012 23:00,220,6,sky is clear,1016,293.49,26
11/20/2012 0:00,210,6,sky is clear,1016,292.47,28
11/20/2012 1:00,220,4,sky is clear,1017,291,34
11/20/2012 2:00,190,4,sky is clear,1017,289.58,39
11/20/2012 3:00,210,4,sky is clear,1018,288.82,39
11/20/2012 4:00,290,3,sky is clear,1019,288.02,41
11/20/2012 5:00,0,0,sky is clear,1019,287.7,41
11/20/2012 6:00,0,0,sky is clear,1020,286.15,50
11/20/2012 7:00,0,0,sky is clear,1020,285.54,50
11/20/2012 8:00,310,2,sky is clear,1020,284.97,57
11/20/2012 9:00,310,1,sky is clear,1020,284.66,57
11/20/2012 10:00,350,1,sky is clear,1020,284.43,61
11/20/2012 11:00,320,2,sky is clear,1021,283.09,61
